project	grant	lab	cell	type	replicate	protocol	composite	dataType	view	treatment	antibody	control	origAssembly	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	labExpId	labVersion	md5sum	size	geoSampleAccession	dateResubmitted	filename	objStatus	submittedDataVersion	fileEnding	composite.cntrl	dataType.cntrl	view.cntrl	treatment.cntrl	antibody.cntrl	control.cntrl	origAssembly.cntrl	dataVersion.cntrl	dccAccession.cntrl	dateSubmitted.cntrl	dateUnrestricted.cntrl	subId.cntrl	setType.cntrl	controlId.cntrl	labExpId.cntrl	labVersion.cntrl	md5sum.cntrl	size.cntrl	geoSampleAccession.cntrl	dateResubmitted.cntrl	filename.cntrl	fileEnding.cntrl	localization	rnaExtract	readType	bioRep	seqPlatform	spikeInPool	dccInternalNotes	localFile	downloadCmd	localFile.cntrl	cntrlName	expName	name	nameFile	narrowPeak	narrowPeakDsExon	tag
wgEncode	Snyder	Stanford	GM12878	bam	2	NA	wgEncodeSydhTfbs	ChipSeq	Alignments	None	CTCF_(SC-15914)	std	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH001851	2011-01-20	2011-10-19	3403	exp	wgEncodeEH000625	NA	NA	e735ec94ce4d7716373aa0a3e1769e6b	244M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdAlnRep2.bam	NA	NA	wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdAlnRep2.bam	wgEncodeSydhTfbs	ChipSeq	Alignments	TNFa	Input	IgG-rab	hg18	ENCODE June 2010 Freeze	wgEncodeEH002034	2010-03-05	2010-12-05	1378	input	wgEncodeEH002034	NA	remapped from hg18	32cebb8364b25dede9263b16a81de4a9	692M	NA	2010-06-11	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878InputTnfaIggrabAlnRep2.bam	wgEncodeSydhTfbsGm12878InputTnfaIggrabAlnRep2.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdAlnRep2.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdAlnRep2.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdAlnRep2.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsGm12878InputTnfaIggrabAlnRep2.bam	SydhTfbsGm12878InputTnfaIggrabAlnRep2	SydhTfbsGm12878Ctcfsc15914c20StdAlnRep2	SydhTfbsGm12878Ctcfsc15914c20StdAlnRep2_SydhTfbsGm12878InputTnfaIggrabAlnRep2	/project/umw_zhiping_weng/wespisea/ctcf/macs2/SydhTfbsGm12878Ctcfsc15914c20StdAlnRep2_SydhTfbsGm12878InputTnfaIggrabAlnRep2	/home/wespisea/data/ctcf/MACS2//SydhTfbsGm12878Ctcfsc15914c20StdAlnRep2_SydhTfbsGm12878InputTnfaIggrabAlnRep2_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//SydhTfbsGm12878Ctcfsc15914c20StdAlnRep2_SydhTfbsGm12878InputTnfaIggrabAlnRep2_peaks.narrowPeak_exonCosi	GM12878_Stanford_2
wgEncode	Snyder	Stanford	IMR90	bam	1	NA	wgEncodeSydhTfbs	ChipSeq	Alignments	None	CTCF_(SC-15914)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002831	2012-02-04	2012-11-03	5517	exp	wgEncodeEH002808	NA	NA	d6e94d1191f45f5290a10f04443933ea	457M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep1.bam	NA	NA	wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep1.bam	wgEncodeSydhTfbs	ChipSeq	Alignments	None	Input	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002808	2011-12-18	2012-09-18	5260	input	wgEncodeEH002808	NA	NA	c886800cea6c0889107eb32cf4e00eda	1.2G	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90InputIggrabAlnRep1.bam	wgEncodeSydhTfbsImr90InputIggrabAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsImr90InputIggrabAlnRep1.bam	SydhTfbsImr90InputIggrabAlnRep1	SydhTfbsImr90CtcfbIggrabAlnRep1	SydhTfbsImr90CtcfbIggrabAlnRep1_SydhTfbsImr90InputIggrabAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/SydhTfbsImr90CtcfbIggrabAlnRep1_SydhTfbsImr90InputIggrabAlnRep1	/home/wespisea/data/ctcf/MACS2//SydhTfbsImr90CtcfbIggrabAlnRep1_SydhTfbsImr90InputIggrabAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//SydhTfbsImr90CtcfbIggrabAlnRep1_SydhTfbsImr90InputIggrabAlnRep1_peaks.narrowPeak_exonCosi	IMR90_Stanford_1
wgEncode	Snyder	Stanford	K562	bam	1	NA	wgEncodeSydhTfbs	ChipSeq	Alignments	None	CTCF_(SC-15914)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002797	2011-09-28	2012-06-28	4914	exp	wgEncodeEH001795	NA	NA	9c5be3e035b833b2ac0d01b79cf276b1	559M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep1.bam	NA	NA	wgEncodeSydhTfbsK562CtcfbIggrabAlnRep1.bam	wgEncodeSydhTfbs	ChipSeq	Alignments	None	Input	IgG-mus	hg18	ENCODE June 2010 Freeze	wgEncodeEH000726	2010-01-12	2010-10-12	1376	input	wgEncodeEH000726	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	8f9b569f2a8d58733b32551b810d08de	622M	NA	2010-06-14	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562InputIggmusAlnRep1.bam	wgEncodeSydhTfbsK562InputIggmusAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsK562InputIggmusAlnRep1.bam	SydhTfbsK562InputIggmusAlnRep1	SydhTfbsK562CtcfbIggrabAlnRep1	SydhTfbsK562CtcfbIggrabAlnRep1_SydhTfbsK562InputIggmusAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/SydhTfbsK562CtcfbIggrabAlnRep1_SydhTfbsK562InputIggmusAlnRep1	/home/wespisea/data/ctcf/MACS2//SydhTfbsK562CtcfbIggrabAlnRep1_SydhTfbsK562InputIggmusAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//SydhTfbsK562CtcfbIggrabAlnRep1_SydhTfbsK562InputIggmusAlnRep1_peaks.narrowPeak_exonCosi	K562_Stanford_1
wgEncode	Snyder	Stanford	K562	bam	2	NA	wgEncodeSydhTfbs	ChipSeq	Alignments	None	CTCF_(SC-15914)	IgG-rab	NA	ENCODE Mar 2012 Freeze	wgEncodeEH002797	2011-09-28	2012-06-28	4914	exp	wgEncodeEH001795	NA	NA	ae37f275fa86b101cd3325a460ef26da	567M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep2.bam	NA	NA	wgEncodeSydhTfbsK562CtcfbIggrabAlnRep2.bam	wgEncodeSydhTfbs	ChipSeq	Alignments	None	Input	IgG-mus	hg18	ENCODE June 2010 Freeze	wgEncodeEH000726	2010-01-12	2010-10-12	1387	input	wgEncodeEH000726	NA	remapped from hg18, Illumina 2.0, low confidence sequences excluded	cfaa74b05db5b9c18ac23de0f68d163a	670M	NA	2010-06-14	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562InputIggmusAlnRep2.bam	wgEncodeSydhTfbsK562InputIggmusAlnRep2.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep2.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep2.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsK562CtcfbIggrabAlnRep2.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsK562InputIggmusAlnRep2.bam	SydhTfbsK562InputIggmusAlnRep2	SydhTfbsK562CtcfbIggrabAlnRep2	SydhTfbsK562CtcfbIggrabAlnRep2_SydhTfbsK562InputIggmusAlnRep2	/project/umw_zhiping_weng/wespisea/ctcf/macs2/SydhTfbsK562CtcfbIggrabAlnRep2_SydhTfbsK562InputIggmusAlnRep2	/home/wespisea/data/ctcf/MACS2//SydhTfbsK562CtcfbIggrabAlnRep2_SydhTfbsK562InputIggmusAlnRep2_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//SydhTfbsK562CtcfbIggrabAlnRep2_SydhTfbsK562InputIggmusAlnRep2_peaks.narrowPeak_exonCosi	K562_Stanford_2
wgEncode	Snyder	Stanford	SKNSH	bam	1	NA	wgEncodeSydhTfbs	ChipSeq	Alignments	None	CTCF_(SC-15914)	IgG-rab	NA	ENCODE Jul 2012 Freeze	wgEncodeEH003371	2012-07-01	2013-03-30	7299	exp	wgEncodeEH003393	NA	NA	c86875175d490877995919cf54df9c7d	488M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsSknshCtcfbIggrabAlnRep1.bam	NA	NA	wgEncodeSydhTfbsSknshCtcfbIggrabAlnRep1.bam	wgEncodeSydhTfbs	ChipSeq	Alignments	None	Input	IgG-rab	NA	ENCODE Jul 2012 Freeze	wgEncodeEH003393	2012-08-14	2013-05-14	7867	input	wgEncodeEH003393	NA	NA	7c6d409569dde59f1257442203dd0851	766M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsSknshInputIggrabAlnRep1.bam	wgEncodeSydhTfbsSknshInputIggrabAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsSknshCtcfbIggrabAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsSknshCtcfbIggrabAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsSknshCtcfbIggrabAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeSydhTfbsSknshInputIggrabAlnRep1.bam	SydhTfbsSknshInputIggrabAlnRep1	SydhTfbsSknshCtcfbIggrabAlnRep1	SydhTfbsSknshCtcfbIggrabAlnRep1_SydhTfbsSknshInputIggrabAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/SydhTfbsSknshCtcfbIggrabAlnRep1_SydhTfbsSknshInputIggrabAlnRep1	/home/wespisea/data/ctcf/MACS2//SydhTfbsSknshCtcfbIggrabAlnRep1_SydhTfbsSknshInputIggrabAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//SydhTfbsSknshCtcfbIggrabAlnRep1_SydhTfbsSknshInputIggrabAlnRep1_peaks.narrowPeak_exonCosi	SKNSH_Stanford_1
wgEncode	Stam	UW	A549	bam	1	NA	wgEncodeUwTfbs	ChipSeq	Alignments	None	CTCF	std	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001890	2011-06-25	2012-03-24	4385	exp	wgEncodeEH001904	DS18303	Bowtie 0.12.7	49542721c598d72bc64a4ef7a333eec4	319M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsA549CtcfStdAlnRep1.bam	NA	NA	wgEncodeUwTfbsA549CtcfStdAlnRep1.bam	wgEncodeUwTfbs	ChipSeq	Alignments	None	Input	std	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH001904	2011-06-29	2012-03-29	4350	input	wgEncodeEH001904	DS18301	Bowtie 0.12.7	78344e37ca386f993eea9a4705db5d8a	660M	NA	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsA549InputStdAlnRep1.bam	wgEncodeUwTfbsA549InputStdAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsA549CtcfStdAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsA549CtcfStdAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsA549CtcfStdAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsA549InputStdAlnRep1.bam	UwTfbsA549InputStdAlnRep1	UwTfbsA549CtcfStdAlnRep1	UwTfbsA549CtcfStdAlnRep1_UwTfbsA549InputStdAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/UwTfbsA549CtcfStdAlnRep1_UwTfbsA549InputStdAlnRep1	/home/wespisea/data/ctcf/MACS2//UwTfbsA549CtcfStdAlnRep1_UwTfbsA549InputStdAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//UwTfbsA549CtcfStdAlnRep1_UwTfbsA549InputStdAlnRep1_peaks.narrowPeak_exonCosi	A549_UW_1
wgEncode	Stam	UW	AG04450	bam	1	NA	wgEncodeUwTfbs	ChipSeq	Alignments	None	CTCF	std	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000976	2010-10-23	2011-07-23	2663	exp	wgEncodeEH000930	DS16029	Bowtie 0.12.7	f3af5b0bb2859df1895a986686895991	805M	GSM749769	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04450CtcfStdAlnRep1.bam	NA	NA	wgEncodeUwTfbsAg04450CtcfStdAlnRep1.bam	wgEncodeUwTfbs	ChipSeq	Alignments	None	Input	std	hg19	ENCODE Jan 2011 Freeze	wgEncodeEH000930	2010-10-23	2011-07-23	2662	input	wgEncodeEH000930	DS15909	Bowtie 0.12.7	7f4e3b368922860a5add9f457fd9d796	888M	GSM749697	NA	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04450InputStdAlnRep1.bam	wgEncodeUwTfbsAg04450InputStdAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsAg04450CtcfStdAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsAg04450CtcfStdAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsAg04450CtcfStdAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsAg04450InputStdAlnRep1.bam	UwTfbsAg04450InputStdAlnRep1	UwTfbsAg04450CtcfStdAlnRep1	UwTfbsAg04450CtcfStdAlnRep1_UwTfbsAg04450InputStdAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/UwTfbsAg04450CtcfStdAlnRep1_UwTfbsAg04450InputStdAlnRep1	/home/wespisea/data/ctcf/MACS2//UwTfbsAg04450CtcfStdAlnRep1_UwTfbsAg04450InputStdAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//UwTfbsAg04450CtcfStdAlnRep1_UwTfbsAg04450InputStdAlnRep1_peaks.narrowPeak_exonCosi	AG04450_UW_1
wgEncode	Stam	UW	BJ	bam	1	NA	wgEncodeUwTfbs	ChipSeq	Alignments	None	CTCF	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000403	2009-09-20	2010-06-20	1255	exp	wgEncodeEH000453	DS11560	Bowtie 0.12.5	e77483164c6f4e7eb3e5552de0c6db24	723M	GSM749677	2010-06-07	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBjCtcfStdAlnRep1.bam	NA	NA	wgEncodeUwTfbsBjCtcfStdAlnRep1.bam	wgEncodeUwTfbs	ChipSeq	Alignments	None	Input	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000453	2010-02-18	2010-11-18	1283	input	wgEncodeEH000453	DS11544	Bowtie 0.12.5	fecca16e8868cc72d17f9ece379c0e6f	718M	GSM749770	2010-06-10	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBjInputStdAlnRep1.bam	wgEncodeUwTfbsBjInputStdAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsBjCtcfStdAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsBjCtcfStdAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsBjCtcfStdAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsBjInputStdAlnRep1.bam	UwTfbsBjInputStdAlnRep1	UwTfbsBjCtcfStdAlnRep1	UwTfbsBjCtcfStdAlnRep1_UwTfbsBjInputStdAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/UwTfbsBjCtcfStdAlnRep1_UwTfbsBjInputStdAlnRep1	/home/wespisea/data/ctcf/MACS2//UwTfbsBjCtcfStdAlnRep1_UwTfbsBjInputStdAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//UwTfbsBjCtcfStdAlnRep1_UwTfbsBjInputStdAlnRep1_peaks.narrowPeak_exonCosi	BJ_UW_1
wgEncode	Stam	UW	GM12878	bam	1	NA	wgEncodeUwTfbs	ChipSeq	Alignments	None	CTCF	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000394	2009-06-30	2010-03-29	1263	exp	wgEncodeEH000463	DS11510	Bowtie 0.12.5	6bf57205ed4b094c5435d80ac98449de	267M	GSM749704	2010-06-07	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12878CtcfStdAlnRep1.bam	NA	NA	wgEncodeUwTfbsGm12878CtcfStdAlnRep1.bam	wgEncodeUwTfbs	ChipSeq	Alignments	None	Input	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000463	2010-02-18	2010-11-18	1293	input	wgEncodeEH000463	DS11883	Bowtie 0.12.5	6164cad5393282dd732ffccbffa0509c	627M	GSM749669	2010-06-10	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12878InputStdAlnRep1.bam	wgEncodeUwTfbsGm12878InputStdAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsGm12878CtcfStdAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsGm12878CtcfStdAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsGm12878CtcfStdAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsGm12878InputStdAlnRep1.bam	UwTfbsGm12878InputStdAlnRep1	UwTfbsGm12878CtcfStdAlnRep1	UwTfbsGm12878CtcfStdAlnRep1_UwTfbsGm12878InputStdAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/UwTfbsGm12878CtcfStdAlnRep1_UwTfbsGm12878InputStdAlnRep1	/home/wespisea/data/ctcf/MACS2//UwTfbsGm12878CtcfStdAlnRep1_UwTfbsGm12878InputStdAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//UwTfbsGm12878CtcfStdAlnRep1_UwTfbsGm12878InputStdAlnRep1_peaks.narrowPeak_exonCosi	GM12878_UW_1
wgEncode	Stam	UW	HMEC	bam	1	NA	wgEncodeUwTfbs	ChipSeq	Alignments	None	CTCF	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000419	2009-10-12	2010-07-11	1301	exp	wgEncodeEH000466	DS11255	Bowtie 0.12.5	559ad70363b0066b17d37f5bd7f19e43	690M	GSM749753	2010-06-10	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsHmecCtcfStdAlnRep1.bam	NA	NA	wgEncodeUwTfbsHmecCtcfStdAlnRep1.bam	wgEncodeUwTfbs	ChipSeq	Alignments	None	Input	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000466	2010-02-18	2010-11-18	1302	input	wgEncodeEH000466	DS13600	Bowtie 0.12.5	84f1f647c7fa6a8fa6755ac90a37f496	668M	GSM749755	2010-06-10	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsHmecInputStdAlnRep1.bam	wgEncodeUwTfbsHmecInputStdAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsHmecCtcfStdAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsHmecCtcfStdAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsHmecCtcfStdAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsHmecInputStdAlnRep1.bam	UwTfbsHmecInputStdAlnRep1	UwTfbsHmecCtcfStdAlnRep1	UwTfbsHmecCtcfStdAlnRep1_UwTfbsHmecInputStdAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/UwTfbsHmecCtcfStdAlnRep1_UwTfbsHmecInputStdAlnRep1	/home/wespisea/data/ctcf/MACS2//UwTfbsHmecCtcfStdAlnRep1_UwTfbsHmecInputStdAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//UwTfbsHmecCtcfStdAlnRep1_UwTfbsHmecInputStdAlnRep1_peaks.narrowPeak_exonCosi	HMEC_UW_1
wgEncode	Stam	UW	HUVEC	bam	1	NA	wgEncodeUwTfbs	ChipSeq	Alignments	None	CTCF	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000410	2009-09-29	2010-06-29	1307	exp	wgEncodeEH000468	DS12395	Bowtie 0.12.5	608271e097f2fba5bccbb40487e43b93	461M	GSM749674	2010-06-10	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsHuvecCtcfStdAlnRep1.bam	NA	NA	wgEncodeUwTfbsHuvecCtcfStdAlnRep1.bam	wgEncodeUwTfbs	ChipSeq	Alignments	None	Input	std	hg18	ENCODE June 2010 Freeze	wgEncodeEH000468	2010-02-18	2010-11-18	1316	input	wgEncodeEH000468	DS11470	Bowtie 0.12.5	1e53aafd4a01a42265f15da95c0d6739	626M	GSM749758	2010-06-10	http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsHuvecInputStdAlnRep1.bam	wgEncodeUwTfbsHuvecInputStdAlnRep1.bam	NA	NA	NA	NA	NA	NA	NA	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsHuvecCtcfStdAlnRep1.bam	wget --continue http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwTfbs/wgEncodeUwTfbsHuvecCtcfStdAlnRep1.bam -O /project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsHuvecCtcfStdAlnRep1.bam	/project/umw_zhiping_weng/wespisea/ctcf/data/wgEncodeUwTfbsHuvecInputStdAlnRep1.bam	UwTfbsHuvecInputStdAlnRep1	UwTfbsHuvecCtcfStdAlnRep1	UwTfbsHuvecCtcfStdAlnRep1_UwTfbsHuvecInputStdAlnRep1	/project/umw_zhiping_weng/wespisea/ctcf/macs2/UwTfbsHuvecCtcfStdAlnRep1_UwTfbsHuvecInputStdAlnRep1	/home/wespisea/data/ctcf/MACS2//UwTfbsHuvecCtcfStdAlnRep1_UwTfbsHuvecInputStdAlnRep1_peaks.narrowPeak	/home/wespisea/data/ctcf/MACS2//UwTfbsHuvecCtcfStdAlnRep1_UwTfbsHuvecInputStdAlnRep1_peaks.narrowPeak_exonCosi	HUVEC_UW_1
